status,META_requiredChecksPassing,GEOM_requiredChecksPassing,META_canonicalNameInMeta,META_licenseImageInZip,META_yearValid,META_isoValid,META_boundaryTypeValid,META_sourceExists,META_releaseTypeValid,META_releaseTypeCorrectFolder,META_licenseValid,META_licenseSourceExists,META_dataSourceExists,GEOM_boundaryNamesColumnExists,GEOM_boundaryNamesFilledIn,GEOM_boundaryISOColumnExists,GEOM_boundaryISOsFilledIn,GEOM_Topology,GEOM_Projection,boundaryID,boundaryISO,boundaryType,boundaryYear,boundarySource_1,boundarySource_2,boundaryCanonical,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,downloadURL
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,HRV-ADM1-dev,HRV,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GHA_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BRB-ADM1-dev,BRB,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BRB_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,NER-ADM3-dev,NER,ADM3,2012.0,FEWS NET,nan,,Other - Direct Permission,Granted to redistribute in email,https//twitter.com/WMgeoLab/status/1196508772291743746/photo/1,http//www.fews.net/fews-data/334?tid=19&field_data_portal_date_start%5Bvalue%5D%5Byear%5D=&field_data_portal_date_start%5Bvalue%5D%5Bmonth%5D=&field_data_portal_date_end%5Bvalue%5D%5Byear%5D=&field_data_portal_date_end%5Bvalue%5D%5Bmonth%5D=,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NER_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TZA-ADM0-dev,TZA,ADM0,2015.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TZA_ADM0.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,MEX-ADM0-dev,MEX,ADM0,2017.0,Instituto Nacional de Estadistica y Geografia (INEGI),nan,,Terms of Free Use of INEGI Information,"Free to adapt and redistribute, can be used for commercial use, requires attribution",https//www.inegi.org.mx/inegi/terminos.html,https//www.inegi.org.mx/temas/mg/default.html#Descargas,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MEX_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,LSO-ADM0-dev,LSO,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LSO_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,ZAF-ADM4-dev,ZAF,ADM4,2015.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ZAF_ADM4.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BLR-ADM0-dev,BLR,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BLR_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,BLR-ADM0-dev,BLR,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KGZ_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TJK-ADM1-dev,TJK,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TJK_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,ISR-ADM2-dev,ISR,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ISR_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TKM-ADM0-dev,TKM,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TKM_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BRN-ADM1-dev,BRN,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BRN_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SYC-ADM0-dev,SYC,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SYC_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,PAN-ADM2-dev,PAN,ADM2,2012.0,"Milton Solano, of the Smithsonian Tropical Research Institute, on ArcGIS online","GIS Laboratory. Smithsonian Tropical Research Institute, Panama, 2012",,Creative Commons Attribution 4.0 International (CC BY 4.0),need to update,https//www.arcgis.com/home/item.html?id=8f1c5499d3a8423888454cfee5b45586,https//www.arcgis.com/home/item.html?id=8f1c5499d3a8423888454cfee5b45586,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PAN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,KAZ-ADM2-dev,KAZ,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KAZ_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,KAZ-ADM2-dev,KAZ,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GUY_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,JPN-ADM0-dev,JPN,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/JPN_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,QAT-ADM1-dev,QAT,ADM1,2015.0,geoBoundaries,Qatar Open Data Portal,,Creative Commons Attribution 4.0 International (CC BY 4.0),nan,https//www.data.gov.qa/pages/license/annexes,https//www.data.gov.qa/explore/dataset/gis-statistics/export/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/QAT_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TUV-ADM1-dev,TUV,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TUV_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,COD-ADM3-dev,COD,ADM3,2010.0,Referential Geographique Commune,nan,,Open Data Commons Open Database License 1.0,ODbL applies to all data on source site,http//www.rgc.cd/index.php?option=com_content&view=article&id=68,http//www.rgc.cd/index.php?option=com_content&view=category&layout=blog&id=41&Itemid=183,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/COD_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,CAN-ADM3-dev,CAN,ADM3,2016.0,Statistics Canada (StatCan),nan,,Open Data Commons Open Database License 1.0,"Statistics Canada Open License Agreement, http//www.statcan.gc.ca/eng/reference/licence",https//www.statcan.gc.ca/eng/reference/licence,http//www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CAN_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,DZA-ADM2-dev,DZA,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/DZA_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,DZA-ADM2-dev,DZA,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CAF_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,COG-ADM0-dev,COG,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/COG_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,SLE-ADM4-dev,SLE,ADM4,2016.0,Open Africa,Code for Sierra Leone,,Open Data Commons Open Database License 1.0,Open Data,https//africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,https//africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SLE_ADM4.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,LVA-ADM0-dev,LVA,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LVA_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BLZ-ADM0-dev,BLZ,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BLZ_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,KGZ-ADM0-dev,KGZ,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KGZ_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,RWA-ADM0-dev,RWA,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/RWA_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BRN-ADM0-dev,BRN,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BRN_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,BRN-ADM0-dev,BRN,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/HRV_ADM2.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,MMR-ADM0-dev,MMR,ADM0,2014.0,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",Derived from ADM 3 layer,,Open Government License v1.0,Granted in terms of use,http//themimu.info/license/,http//geonode.themimu.info/layers/?limit=5&offset=10,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MMR_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,SYR-ADM1-dev,SYR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SYR_ADM1.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,MEX-ADM1-dev,MEX,ADM1,2017.0,Instituto Nacional de Estadistica y Geografia (INEGI),nan,,Terms of Free Use of INEGI Information,"Free to adapt and redistribute, can be used for commercial use, requires attribution",https//www.inegi.org.mx/inegi/terminos.html,https//www.inegi.org.mx/temas/mg/default.html#Descargas,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MEX_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BWA-ADM0-dev,BWA,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BWA_ADM0.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,MEX-ADM2-dev,MEX,ADM2,2017.0,Instituto Nacional de Estadistica y Geografia (INEGI),nan,,Terms of Free Use of INEGI Information,"Free to adapt and redistribute, can be used for commercial use, requires attribution",https//www.inegi.org.mx/inegi/terminos.html,https//www.inegi.org.mx/temas/mg/default.html#Descargas,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MEX_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,LVA-ADM1-dev,LVA,ADM1,2010.0,Wikipedia,nan,,Public Domain,nan,https//commons.wikimedia.org/wiki/File,https//commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LVA_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,TON-ADM2-dev,TON,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TON_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TWN-ADM0-dev,TWN,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TWN_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,TWN-ADM0-dev,TWN,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SEN_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,VEN-ADM0-dev,VEN,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/VEN_ADM0.zip
